"","City","UF Code","Microregion","Mesoregion","Coordinates"
"113","949","3509908","35055","3514","list(c(-47.7343624019999, -47.803913747, -47.855330119, -47.861806099, -47.897465586, -47.9123813259999, -47.909521554, -47.902378055, -47.90803228, -47.923760624, -47.945991964, -48.046876144, -48.096095185, -48.0967505409999, -48.023537435, -48.112999621, -48.182520336, -48.1585020639999, -48.1816415059999, -48.216054291, -48.208645216, -48.23969284, -48.2104715519999, -48.162303113, -48.124027483, -48.078357629, -48.044906504, -48.025828006, -48.042890714, -47.9915854989999, -47.967689664, -47.9272175949999, 
-47.943092932, -47.86711536, -47.8302993949999, -47.822295735, -47.7736518519999, -47.7343624019999, -24.8356843939999, -24.9064637119999, -24.93675013, -24.962185828, -24.97320818, -25.009876885, -25.0529461159999, -25.0656705599999, -25.118125493, -25.1605174929999, -25.174320553, -25.2585300759999, -25.308872461, -25.297154688, -25.230931713, -25.250870079, -25.204998797, -25.14990742, -25.1338357499999, -25.076671561, -25.031944762, -24.991417606, -24.9569320539999, -24.964836281, -24.981375256, 
-24.953844311, -24.9597415389999, -24.9437639839999, -24.8618286939999, -24.8465584379999, -24.8721111139999, -24.7806779379999, -24.767189179, -24.796583481, -24.756386484, -24.777199364, -24.8165145369999, -24.8356843939999))"
"114","953","3509957","35051","3513","list(c(-44.97511897, -45.0112909119999, -45.0610031739999, -45.0752429689999, -45.069209144, -45.046097968, -45.0221880839999, -45.0173575909999, -44.97511897, -22.80803995, -22.7733324499999, -22.750240646, -22.725436862, -22.6763313889999, -22.6763204989999, -22.6986701339999, -22.750587523, -22.80803995))"
"115","964","3510005","35039","3510","list(c(-50.2621535489999, -50.2911527219999, -50.290473133, -50.328968334, -50.339562471, -50.332700388, -50.359249489, -50.379074599, -50.4164264469999, -50.4257125899999, -50.5267728549999, -50.530010386, -50.577242799, -50.5783579009999, -50.552267437, -50.524435406, -50.521413117, -50.503149943, -50.508241923, -50.482102837, -50.402097414, -50.325030929, -50.2761167049999, -50.2621535489999, -22.701300961, -22.7552925319999, -22.774083339, -22.805366566, -22.841893603, -22.880329284, -22.9160588149999, 
-22.905405571, -22.912771657, -22.9441860009999, -22.934822127, -22.919149546, -22.904007077, -22.882659555, -22.840610741, -22.832893837, -22.782311674, -22.7356394619999, -22.7024811329999, -22.6960205399999, -22.704636503, -22.677386466, -22.6729897769999, -22.701300961))"
"116","965","3510104","35013","3502","list(c(-48.577325749, -48.602268406, -48.610190803, -48.6360130319999, -48.6527434289999, -48.684605877, -48.6697439239999, -48.619296977, -48.577325749, -21.339741201, -21.367018383, -21.3942957209999, -21.388236546, -21.3651071689999, -21.3829883, -21.337653363, -21.286933097, -21.339741201))"
"117","977","3510153","35040","3510","list(c(-49.763447416, -49.7571501369999, -49.7469859679999, -49.769596018, -49.7933706809999, -49.8193899039999, -49.8336591839999, -49.8371721629999, -49.80707611, -49.793183867, -49.763447416, -22.9699353419999, -22.970551182, -22.9916483879999, -23.033319482, -23.0424972559999, -23.076953809, -23.0659428079999, -23.045996729, -23.0035341289999, -22.9672964499999, -22.9699353419999))"
"118","990","3510203","35044","3511","list(c(-48.207461935, -48.188427416, -48.166889206, -48.121191277, -48.125138503, -48.085090981, -48.039567451, -47.9976723469999, -47.980350608, -47.953127778, -47.9811611119999, -48.008753815, -48.049354696, -48.0581495119999, -48.106293949, -48.139523431, -48.144333327, -48.204944246, -48.241375304, -48.280967077, -48.278443104, -48.288452627, -48.30283909, -48.3020344339999, -48.3152957419999, -48.308368327, -48.3508622329999, -48.3772762579999, -48.4074366089999, -48.423816745, -48.420945923, 
-48.474597763, -48.569352302, -48.5688236469999, -48.5498586429999, -48.581861729, -48.551657717, -48.475233079, -48.43138064, -48.349061225, -48.3315169749999, -48.294598794, -48.270974168, -48.2403046429999, -48.207461935, -23.849510682, -23.856715247, -23.922245553, -23.967750671, -24.014278947, -24.007737252, -24.030639605, -24.0739407299999, -24.0754522989999, -24.1198317839999, -24.1134854429999, -24.1354029039999, -24.1376230989999, -24.1771855229999, -24.2014824949999, -24.1943758739999, 
-24.222234944, -24.2632899029999, -24.263122758, -24.2819126869999, -24.2501236809999, -24.196581728, -24.180113416, -24.140881506, -24.1142831069999, -24.0520659979999, -24.0728639289999, -24.06573135, -24.0862786329999, -24.137891913, -24.180195064, -24.160018941, -24.0906081649999, -24.0273219969999, -24.0036507459999, -23.9829048289999, -23.934691845, -23.890370036, -23.8924981919999, -23.8311385709999, -23.8405675569999, -23.8263709, -23.8518219269999, -23.861384839, -23.849510682))"
"119","998","3510302","35046","3512","list(c(-47.725632143, -47.6877315839999, -47.654811577, -47.6506627699999, -47.6969654549999, -47.717513932, -47.7605115549999, -47.7798516199999, -47.8072143319999, -47.7584060249999, -47.725632143, -23.3855368169999, -23.401413954, -23.432713247, -23.458592413, -23.493674066, -23.534224815, -23.560791991, -23.532138715, -23.4886961949999, -23.3994214149999, -23.3855368169999))"
"120","1018","3510401","35028","3506","list(c(-47.396209782, -47.3887655899999, -47.427053072, -47.445559418, -47.428210467, -47.488807457, -47.50861449, -47.5303997789999, -47.520114297, -47.530473297, -47.5762657069999, -47.6233063559999, -47.5722017209999, -47.525085276, -47.510045705, -47.519342966, -47.507111618, -47.465057584, -47.441672086, -47.396209782, -22.904528007, -22.9836441479999, -23.0022934799999, -23.02227993, -23.101092738, -23.107492996, -23.0916302959999, -23.0515455039999, -23.0205991249999, -23.0042721249999, -23.0175405759999, 
-22.9942185959999, -22.968204047, -22.9634195679999, -22.896058076, -22.887061226, -22.8525476899999, -22.858204386, -22.888681332, -22.904528007))"
"121","1027","3510500","35054","3513","list(c(-45.276684823, -45.311412264, -45.356876594, -45.38765289, -45.406610894, -45.4283084909999, -45.427043711, -45.4523081419999, -45.5071162319999, -45.5310475749999, -45.5643645229999, -45.576354049, -45.617988544, -45.680333323, -45.663992315, -45.679256526, -45.719623876, -45.702539509, -45.637277255, -45.631056051, -45.5805386439999, -45.539975419, -45.52364994, -45.4867074969999, -45.457261301, -45.4439082809999, -45.385507074, -45.348948283, -45.306995977, -45.273435203, -45.276684823, 
-23.578337318, -23.575665311, -23.6227483489999, -23.634515173, -23.623862166, -23.6579063579999, -23.7084177679999, -23.725266491, -23.729814479, -23.756024725, -23.7439975039999, -23.7258164409999, -23.7193595059999, -23.7226585509999, -23.699328808, -23.6665980179999, -23.648911739, -23.6368512729999, -23.62187402, -23.657242438, -23.6465414539999, -23.5967681979999, -23.604539938, -23.5726028879999, -23.577102947, -23.5560602419999, -23.555692501, -23.5478825879999, -23.4960210199999, -23.483132949, 
-23.578337318))"
"122","1035","3510609","35057","3515","list(c(-46.8173899999999, -46.817332269, -46.847841, -46.875956, -46.860628, -46.854429, -46.8173899999999, -23.5207169999999, -23.5818559049999, -23.582796001, -23.56528, -23.544837, -23.516555, -23.5207169999999))"
"123","1044","3510708","35003","3501","list(c(-49.9061864409999, -49.885534403, -49.8919965699999, -49.840259927, -49.806389064, -49.8158291989999, -49.802534465, -49.8124500709999, -49.826719001, -49.8808302259999, -49.92130571, -49.942072701, -49.991942475, -50.027745242, -50.022732143, -50.0405052469999, -50.0354105059999, -50.0455714949999, -50.074085767, -50.090509837, -50.1110659459999, -50.1108985459999, -50.075511739, -50.055758162, -50.0441315159999, -50.003052919, -49.9698825419999, -49.9061864409999, -19.937167078, -19.9798863679999, 
-20.0369794879999, -20.029893988, -20.073746775, -20.093887982, -20.156064821, -20.1947253029999, -20.187232939, -20.1978985, -20.2146067639999, -20.174911693, -20.1860900149999, -20.1816595939999, -20.135899099, -20.104487744, -20.0843932669999, -20.060075979, -20.0715619329999, -20.042772085, -20.037807858, -20.020049548, -20.00728972, -19.9812988309999, -19.9164224959999, -19.9264469729999, -19.920048385, -19.937167078))"
"124","1092","3510807","35030","3507","list(c(-47.037556487, -47.029084113, -46.9974763819999, -46.979633646, -46.9856862079999, -46.967727678, -46.954321648, -46.962671397, -46.9881940189999, -47.0038738609999, -46.982156177, -47.037806217, -47.107122977, -47.158369665, -47.195489118, -47.159918036, -47.194632629, -47.185471432, -47.1865905139999, -47.211262209, -47.2409485489999, -47.2299302329999, -47.189340924, -47.1649727389999, -47.147445112, -47.1235676549999, -47.1240180629999, -47.0974631, -47.081272048, -47.037556487, -21.623474948, 
-21.646755357, -21.6542473539999, -21.7000133339999, -21.7425484529999, -21.7607526259999, -21.799039426, -21.816716879, -21.8475423089999, -21.9184280489999, -21.9676876939999, -21.990585692, -21.9757170899999, -21.983847274, -21.973734851, -21.9474097569999, -21.9144979399999, -21.8474789009999, -21.790424131, -21.7561328649999, -21.757853752, -21.7321404699999, -21.6971802689999, -21.6660625709999, -21.622963425, -21.623632705, -21.592304466, -21.567877844, -21.609992415, -21.623474948))"
"125","1104","3510906","35015","3502","list(c(-47.1185292879999, -47.076075719, -47.044224304, -47.0654749019999, -47.1076666449999, -47.129642959, -47.157332453, -47.1918566369999, -47.2268319249999, -47.2123808969999, -47.231762937, -47.199850522, -47.189542799, -47.1700087299999, -47.1185292879999, -21.185924902, -21.241175616, -21.267355257, -21.2693551849999, -21.315825332, -21.328460343, -21.3022800709999, -21.3480148849999, -21.3412981819999, -21.2922701909999, -21.2674507799999, -21.2584911229999, -21.2122303309999, -21.194094266, 
-21.185924902))"
"126","1112","3511003","35016","3503","list(c(-51.419364327, -51.4481843899999, -51.4517087689999, -51.47727244, -51.466155852, -51.4755611049999, -51.51070959, -51.534816236, -51.591274964, -51.641887201, -51.640003715, -51.659591963, -51.681999725, -51.6948904819999, -51.697984587, -51.724968422, -51.7724764339999, -51.7596475989999, -51.713695716, -51.666685211, -51.6235872569999, -51.615088322, -51.628445104, -51.6329771699999, -51.62239835, -51.6348992279999, -51.603295953, -51.5751856869999, -51.521592213, -51.497137225, -51.45721503, 
-51.419364327, -20.681076558, -20.7706706669999, -20.8912522219999, -20.968133418, -20.995096469, -21.0497119509999, -21.06738597, -21.09535878, -21.087178512, -21.147016966, -21.163204639, -21.1689851369999, -21.149133632, -21.1318590239999, -21.091701897, -21.070322898, -21.051121263, -21.0221967959999, -20.9714580149999, -20.9707870669999, -20.9444328889999, -20.886085968, -20.868699071, -20.821558156, -20.7768720079999, -20.754848355, -20.661695514, -20.62341872, -20.6403896309999, -20.668532802, 
-20.667792286, -20.681076558))"
"127","1117","3511102","35005","3501","list(c(-48.844293464, -48.819375319, -48.8603925739999, -48.882776193, -48.920007018, -48.927285, -48.9720127369999, -48.9676279249999, -49.01056152, -49.059095686, -49.091331456, -49.0593166159999, -49.021153914, -49.045647774, -49.01937065, -48.9914151999999, -48.96373477, -48.9400002589999, -48.8888250599999, -48.859570645, -48.844293464, -21.0155150639999, -21.041603972, -21.071088206, -21.1055224799999, -21.1159691239999, -21.165830001, -21.2019504949999, -21.2447681379999, -21.25343233, -21.242166621, 
-21.2212174429999, -21.191583856, -21.1797188259999, -21.1354940109999, -21.084977019, -21.082156418, -21.053355441, -21.059624685, -21.0353411589999, -21.0060775929999, -21.0155150639999))"
"128","1123","3511201","35005","3501","list(c(-48.96373477, -48.9914151999999, -49.01937065, -49.045647774, -49.075603885, -49.11987456, -49.131247548, -49.131470742, -49.111078715, -49.098248338, -49.04557635, -49.0075654189999, -48.9809399609999, -48.96373477, -21.053355441, -21.082156418, -21.084977019, -21.1354940109999, -21.130629348, -21.085215198, -21.0704584759999, -21.0447460849999, -21.027099517, -21.028805689, -21.0023142279999, -21.023268432, -21.0245785189999, -21.053355441))"
"129","1143","3511300","35004","3501","list(c(-49.141822625, -49.1492132829999, -49.1841813889999, -49.196481692, -49.2481181859999, -49.257522911, -49.272946036, -49.275259762, -49.311280183, -49.337797269, -49.359874088, -49.3750340889999, -49.346019, -49.317405, -49.2891949999999, -49.257167, -49.205191194, -49.1804681089999, -49.141822625, -20.8248052939999, -20.847480692, -20.8754958759999, -20.9066611179999, -20.9171945209999, -20.958518096, -20.9691200569999, -21.0072133629999, -21.0090419599999, -20.982031153, -20.9833251389999, 
-20.9602920469999, -20.9315839999999, -20.91106, -20.8755179999999, -20.851153, -20.839058571, -20.8162002199999, -20.8248052939999))"
"130","1158","3511409","35022","3504","list(c(-49.004714549, -48.981420569, -49.032812817, -49.080579386, -49.067643878, -49.1219018739999, -49.142835405, -49.151320561, -49.2107961519999, -49.208853952, -49.2430679999999, -49.2454474269999, -49.2358174, -49.2413260929999, -49.22203782, -49.2160519999999, -49.1721452529999, -49.1495548469999, -49.120757516, -49.050389159, -49.039413609, -49.004714549, -22.887544094, -22.901917956, -22.959517649, -23.064286479, -23.093184327, -23.096745906, -23.1586157369999, -23.260066126, -23.245512264, 
-23.232084829, -23.2072949989999, -23.1447500479999, -23.091991944, -23.072979414, -23.0364807079999, -22.9773719999999, -22.9397060549999, -22.9591738569999, -22.9289941129999, -22.9122445149999, -22.8870782939999, -22.887544094))"
"131","1159","3511508","35043","3511","list(c(-47.703999449, -47.74188709, -47.772220153, -47.780325175, -47.814574379, -47.827326993, -47.8171405419999, -47.818912339, -47.789729219, -47.7510146549999, -47.7139763019999, -47.688452668, -47.6841018019999, -47.703999449, -23.216025439, -23.229568215, -23.2518232369999, -23.232607828, -23.228279707, -23.2033410289999, -23.152644368, -23.1324553219999, -23.152257423, -23.12207662, -23.1406738059999, -23.1716962089999, -23.1952345509999, -23.216025439))"
"132","1168","3511607","35043","3511","list(c(-47.8171405419999, -47.827326993, -47.814574379, -47.825798128, -47.85100196, -47.8754716949999, -47.9499548859999, -47.9760381899999, -47.9864930329999, -48.009001724, -47.981318996, -47.980140734, -47.9099639, -47.839051952, -47.8171405419999, -23.152644368, -23.2033410289999, -23.228279707, -23.2521197899999, -23.2382799829999, -23.262020379, -23.2793361779999, -23.2759763719999, -23.243347007, -23.2235597, -23.218752157, -23.191542795, -23.160912529, -23.173979733, -23.152644368))"
"133","1187","3511706","35028","3506","list(c(-47.669226619, -47.7050513099999, -47.803290198, -47.8240478399999, -47.8097510859999, -47.7873938019999, -47.7929287859999, -47.7766698199999, -47.7238209889999, -47.693666101, -47.668557716, -47.669226619, -22.5399465199999, -22.593328953, -22.581831665, -22.5393600319999, -22.498717582, -22.474018454, -22.448189161, -22.4441235749999, -22.492788468, -22.4825127679999, -22.5100798669999, -22.5399465199999))"
"134","1215","3511904","35018","3503","list(c(-50.3845336689999, -50.409046975, -50.406720245, -50.424854911, -50.4452715309999, -50.462144974, -50.467808211, -50.5203757909999, -50.5564610399999, -50.5410526329999, -50.496084363, -50.493312862, -50.459258759, -50.440778931, -50.418790206, -50.3845336689999, -21.4897118809999, -21.588569413, -21.610917339, -21.631483626, -21.6615199299999, -21.644993061, -21.6074310239999, -21.618621085, -21.611243112, -21.5735590809999, -21.536134579, -21.521889471, -21.510370703, -21.4883570219999, 
-21.5120910369999, -21.4897118809999))"
"135","1235","3512001","35009","3502","list(c(-48.4370819289999, -48.4476095489999, -48.4733097119999, -48.5242819969999, -48.549264222, -48.6094092339999, -48.636014804, -48.6507517489999, -48.697464953, -48.719401935, -48.72625648, -48.753669279, -48.7387888929999, -48.6623474419999, -48.595218968, -48.568764173, -48.566454973, -48.5256637699999, -48.487920415, -48.491509129, -48.4370819289999, -20.752738638, -20.787736621, -20.799750768, -20.7925136269999, -20.797237842, -20.834169587, -20.8189851339999, -20.833657484, -20.8369113369999, 
-20.812958001, -20.765588872, -20.7428600129999, -20.729149015, -20.6889449349999, -20.6972405389999, -20.677916422, -20.653595786, -20.6351359349999, -20.636836382, -20.6938499729999, -20.752738638))"
"136","1241","3512100","35009","3502","list(c(-48.646925692, -48.593526272, -48.5763521709999, -48.519980506, -48.510056296, -48.560135439, -48.587397444, -48.622053302, -48.656566883, -48.681921545, -48.714463068, -48.7360326159999, -48.8363229679999, -48.867063183, -48.8784296169999, -48.8754507689999, -48.887075339, -48.853448811, -48.855392469, -48.8221267339999, -48.7811373059999, -48.7295700409999, -48.7071077049999, -48.646925692, -20.167000731, -20.1750444799999, -20.205429652, -20.245854735, -20.298709361, -20.2978311649999, 
-20.327868171, -20.3197230809999, -20.3350079749999, -20.361726237, -20.3583388399999, -20.377199047, -20.3833446479999, -20.398867804, -20.3561378479999, -20.3184349819999, -20.2752754389999, -20.215009681, -20.180143954, -20.161547146, -20.163852473, -20.150276275, -20.160217212, -20.167000731))"
